S,K,T,r,sigma
465.1971188231176,396.92032076577044,0.11440465954974999,0.027301168404820865,0.8891917456330338
652.7142886656095,217.69638582206696,1.0401473825723453,0.0865898405642696,0.9781816553524163
415.1161616168138,443.36671676412703,2.9706518288997206,0.038245938942772575,0.7097143774741502
668.1406635866797,485.2391051081733,1.151682627132791,0.056590751537340916,0.7410847692730315
59.5534087931681,277.22645447950123,1.8373580683530462,0.0004604930596184942,0.533886657405494
740.3483766893792,802.2490068885205,0.4804601872338353,0.006567734684011173,0.6978181281909812
792.6729113225967,153.64995913051393,2.8758607081914076,0.06860060771017128,0.6879066268725118
883.5016047376495,831.0704506095869,1.3068969479110288,0.018529192962151032,0.5656587719986038
524.8395880117264,914.6569855879949,1.6292565260749938,0.047600062471044674,0.6123182389353121
321.8717251696945,187.5199699584315,2.849430503686282,0.06122806182455566,0.6286661312043132
743.9547155182123,55.88538524685195,0.981050102305344,0.09117563632914766,0.8878257688597327
951.5673542703128,628.5084926873302,1.0712603954251112,0.034810095050146185,0.5366991437780562
781.3593441633104,562.9618412217397,0.1662949681169142,0.0010727929173123042,0.5195870583608864
915.6235149599786,462.6937183071987,2.2593345332804597,0.07593836931920428,0.8134292404909889
163.37111465295368,416.54611355665014,1.4489624147279916,0.005704171980961226,0.7001794153027032
928.0456159936742,462.8634655414991,2.818211950387822,0.010435944158677424,0.6528862594795426
725.2384968349412,243.75610467072354,0.8391371886398669,0.008671089634580798,0.5226562943111361
831.1696061427203,435.6403332709352,1.742248826988249,0.0971477105341456,0.8911577191298055
449.85222040315557,916.4435626996735,2.015824202206747,0.03246705184887349,0.6976612829432796
591.4725047274443,296.97961960147256,1.2015032228983866,0.03906301009614728,0.8328726018399901
632.6678237324094,849.1075409493001,1.8218173251049454,0.014974048484214375,0.9184705614478899
542.8347938681848,186.88263433722838,1.919726972429427,0.08177260452551516,0.5468397407717784
141.74757760390273,548.2361353316219,0.4950209129403136,0.040423680379486904,0.5580948293193349
270.3878172972114,790.7500421424616,1.0272654609066436,0.08903971164567832,0.8570670062788406
182.56942248048074,250.77392014263418,1.2771511349964897,0.0661469706713547,0.9172998892585869
836.7037865764437,526.4218534935221,1.4842846977915138,0.010191586401490505,0.6331128341891488
403.9570777126688,752.9502066187871,2.3953505741448873,0.07487472402728292,0.5875894645671444
323.59044351289657,217.9351436463531,1.688343345157129,0.03147723606652072,0.5757911557848663
257.41243069884,666.0033329635443,1.2202485394374534,0.02536021817281452,0.5534094291176436
717.0859048988176,557.5579082304315,0.35317212808150245,0.02026025748078425,0.725290492456142
544.064887558018,290.6277306323365,0.18804448093888193,0.05858841814597446,0.8283390783376973
612.4668996835576,244.8718031924211,0.7317887282823573,0.06250735751461928,0.6452431992858441
768.5249654994872,996.5945423561412,1.5181238228941685,0.010992501317384785,0.8766616037640931
971.3413636441389,499.5555549847566,0.33517314609188725,0.02576601685028157,0.6510816618588418
754.1302616666472,784.9716860470357,1.7249688930063949,0.05696897550556142,0.8141464640941078
972.5640244156735,703.2285071005737,0.874423340579912,0.019925027408269735,0.6131366702761487
712.767627478393,574.4530034100474,2.7590946653784827,0.018445476601832624,0.7214304946601324
693.3568514577338,973.0879306086919,2.851121501877754,0.05443266565200902,0.5541156682297197
187.0223685621752,180.25840670300323,1.241688519238785,0.09910877686077588,0.894039879899716
138.32592496158776,939.5001332690119,1.8369516122198268,0.05510883928110253,0.5245442431837577
72.73274586346962,594.8326808245929,0.7061640704133026,0.03490465012144132,0.5848453366964188
709.0338928982753,990.0581168703033,0.74926480388727,1.1008682888113963e-05,0.7605192715023631
666.6050539927799,390.3258980612658,1.9956911087743057,0.016325743653536763,0.6106065029880398
649.763234058899,160.60698288313927,2.8150393145851615,0.03660659283560722,0.7191195950884812
643.8206749954857,259.8546984389774,1.8417809497254536,0.07613858007616925,0.6464974779453511
703.9431847482078,406.8583197889045,1.2875687587834608,0.056326851995644536,0.6028443523466702
843.7456635347908,782.6470656067007,2.3483469162794806,0.07185061521394252,0.6372032431123622
739.800641571057,269.28895452692416,2.605970849736796,0.07188476939982744,0.5448660028236353
619.3309549101704,942.7977398525909,1.1812333651797753,0.058131914200626994,0.5145308563964517
257.0369558379066,408.02361161366395,0.9840498304856329,0.008028541169643777,0.660093681145014
778.906969420772,611.8229120649661,2.5317036342542085,0.07241509201365501,0.5307949301129943
287.14355739741575,121.21421196268052,2.294032137094506,0.07321421912872458,0.6489630832912638
696.2966624354309,557.8744046235097,0.6111777193521895,0.04122101248133149,0.9286678400412738
177.968964135064,779.6256308206265,0.5389384475772846,0.08432103994426662,0.5224837709056289
534.5399092390867,666.1123033805037,1.7735618550037457,0.08881426326209041,0.7647766912028402
651.262786024341,681.6945692812999,1.0051822826674397,0.07328079024898286,0.7283776536938418
824.4243817345812,608.7250028299892,1.77985709817825,0.015845575077067908,0.7944252239727898
717.4110046734187,995.7031678078815,2.4016379156774783,0.07755233564773413,0.62287639140527
816.1145517806534,429.6084906434126,1.3744898119754116,0.08982643500102294,0.7906065435854147
862.4517102753267,513.5720387733429,0.3681427133877738,0.08722794527153764,0.6183382477740814
882.8368510567628,489.15821245486393,2.8425746302649,0.09169377678314551,0.6626264712958747
886.9833995848626,293.32732302172326,1.8746134330020578,0.08859299452420197,0.8819334029429896
300.33107161017665,412.9062084173097,0.9904419658268874,0.068794516580136,0.9594955966107429
817.5109583878334,555.0441678822965,1.5625047194766992,0.07451328826436047,0.6917511771210869
66.08289307685894,660.2713200295992,0.7271639592076067,0.007409087831411587,0.8906669517420656
939.2387266571643,390.678426076099,1.3184376168425842,0.0028927646133950604,0.5529503196549953
226.90196360389007,458.4783014158034,2.47276613898121,0.0900381937957665,0.508881100582693
889.3284218508214,576.9120071661287,0.1328712156205745,0.0007257714879133404,0.5585569836043709
814.0891627157479,953.0047244481412,2.9340807796913744,0.05055939463786411,0.9405044045078446
420.06268447266723,600.9562247128565,2.0899934533898006,0.07505810104272298,0.8819629602706562
965.2284432841303,490.25685066318545,2.3994512739271197,0.05347035081229791,0.5319584217424841
139.35821786395286,427.03845475755446,0.35643936958072897,0.08604344655554612,0.9141690211414952
326.4468174379816,999.8219842151585,2.9661949893814907,0.09215904536796972,0.6640334451593153
290.565636118205,995.7643839946753,2.824752032658024,0.030794214388417607,0.6225009966926922
57.80115864046043,909.8473729227342,0.9486185187257216,0.055606752319290756,0.5525479699292861
206.38331567911345,152.18384308094056,2.937198836033691,0.0029811034372432045,0.5549959281092645
804.3357321021085,336.67092029336237,2.1138051883220665,0.0403935917944687,0.811770058956305
840.2004490835247,602.242163360508,2.66136787647096,0.07672550243547,0.9655817453912329
757.7921675874206,744.5431565783696,0.7421238569853025,0.019807069009199086,0.9180589159079253
570.1616282816847,865.7834020427017,1.0364729812798694,0.07107377323154142,0.7616856058362371
650.6910368936569,489.3939036427534,2.9901702805999095,0.005540789370381283,0.7956781616421287
602.477996373097,910.2690952053829,1.5574110088166506,0.07655257991117097,0.7513192557125757
289.69951280554704,916.8464052787431,1.177660928847023,0.032805712053181314,0.9075470198037059
415.40433071159106,131.8917994818275,2.512320164112334,0.09484745843034237,0.5900645562149143
827.468373078271,983.9964573271617,0.17398540362660542,0.09926899608927374,0.8325465951117679
139.06525001457624,942.2799515093931,1.7413046160523626,9.143108580926818e-05,0.7496774556358345
86.79001819485765,512.6043432323597,2.285286968574474,0.046421371939864814,0.5500283081112025
703.6589233436151,278.8070723114116,1.2331189415460573,0.04372932229816338,0.5557035283475806
846.499559467617,349.45695663785415,2.4785091217715243,0.034545262119892485,0.9035517741338681
636.4205705670637,239.95304482692413,1.1162336708091176,0.036113936418630366,0.7884426330184129
774.2190996244022,920.8778719264642,1.8048841349763027,0.04754856335377453,0.544973272899355
978.4493090172595,657.1559865339656,0.9181409272547817,0.05466428457932598,0.8391464402269888
649.3964571793157,392.58988625485915,2.1653872934140193,0.02946896500220715,0.9590707181134985
471.9158775404347,287.0293782679538,1.51825159756751,0.0690937450881333,0.8627015631598336
993.515683737475,102.10703774176582,1.019265527427674,0.09322295066216185,0.5379228354777312
647.1693698349379,497.03992455821395,2.482286836418554,0.02434965170837522,0.5011105343005064
218.61209190039986,267.03003763080085,0.6551959153577477,0.05863336189542573,0.8618064519258228
700.8807071649642,59.73283580748855,1.4491412257102614,0.035183943068354095,0.8817923503701266
755.972669380652,311.48884401721386,0.492000234344909,0.054113563960202116,0.6041505241491238
60.70956795393961,303.01281822120075,1.5172981877971858,0.08028127140775151,0.7739243313434913
461.3470250212993,621.2295641430103,1.4162345038119246,0.0010963209056076729,0.7418499622656347
949.0056351555478,394.58423234000225,0.6952030921079295,0.009507273026242602,0.9302967337770282
825.4303765037239,58.00166762922148,1.021255877573969,0.09555483507139358,0.950457019344376
244.49867004130368,735.1212338983082,0.7462312454978025,0.021639503657139958,0.8056939647174782
339.41411957035945,625.1048997222214,2.9997580320189856,0.04778869195465238,0.6371133198913039
677.1711734335659,81.12566552850953,2.745557522415278,0.0799151050812926,0.530052873094039
917.0241977595139,904.2059270941063,2.8943997472358713,0.0023251820600126206,0.9248362198382692
884.2459864064894,573.4466403300714,1.3330612115004299,0.04310942836897309,0.9863846092243385
280.65077515689063,905.6660685492371,0.33281960273556005,0.013591544081204533,0.8390322976875084
697.4135280396148,457.317445751194,0.6707969681824002,0.07406912969166021,0.6073482578945608
585.9623921956032,152.66998066884673,2.0517405915386,0.021159577147057042,0.9037640547499107
406.99424887699746,275.00735083676636,0.16963535279293496,0.03495859057626025,0.7645830681958903
335.9908110870384,761.6674060682475,1.945690572793852,0.06442845398847429,0.5624298657380882
523.4009360722043,985.4494476350914,1.721769513167688,0.03815365876969819,0.7238448735090448
590.0513714018505,266.96049207199917,2.709234666965236,0.02053649026586173,0.5202464172230086
904.5086860221975,376.2873708941424,1.0457252621909552,0.08558421545161576,0.5040576902529161
761.6886160427603,161.696002644861,1.6039300793838474,0.062554880409328,0.6661816654925583
107.15914837414552,145.5675902742516,1.120713750675319,0.07593657671007746,0.7518390277313519
218.05293725641522,659.8436367601777,2.9574407568844,0.09521006782216364,0.5830733183744402
275.84052337346554,479.5695089405863,1.0486038452726707,0.05271071246309004,0.5389690065726542
245.7245730183951,662.6629836063918,2.954047521466843,0.0757930209573834,0.6987140950680253
331.28422839284553,563.0601058207558,0.46369333197499496,0.07212776524479612,0.9708965816349153
436.0908645557664,489.08961619544567,2.3891922147979376,0.0479057636794233,0.8860688610707773
66.05376397562843,878.1931263174108,1.928469716253389,0.0785303061458992,0.5282057069385073
114.78251899518733,258.6174460844819,0.5541560911315264,0.09265512962141981,0.9907664721575405
679.2123710651936,862.8484472778529,1.6236204968979229,0.03958051009035011,0.9350607296361844
620.6802604306746,916.9338419962406,1.0231490917975437,0.011547490964264152,0.5102461620676894
882.5295515289176,65.15219534791306,1.5687510991763327,0.03688724987262935,0.841704072424813
957.264219466849,583.5034733610515,2.707665746254337,0.046850258807990236,0.8009179886019737
745.1087370233959,641.88225598377,2.8726623774634095,0.09105434377505077,0.8658468709747221
424.9361360110704,872.8810734260144,2.2025044290807747,0.042090936569670036,0.734098558625828
756.7367456056231,705.8442441789888,2.6813568393511162,0.011122506146178735,0.5062667955341367
599.7616198018769,931.8399336480655,1.057739177439683,0.09230243955635768,0.6916295678027782
945.9065633973111,279.0891796401261,1.2536590990227263,0.022712080956393446,0.9951050250016009
909.2595234514721,619.45024861839,1.9232917802387313,0.0075011721119088055,0.7996732056961325
848.2140772352267,854.5622384297396,2.7759546016078263,0.05511807518158454,0.812575072498718
667.8674139043799,565.0986015258089,1.4645695621636778,0.04201764927580856,0.8056805130286084
212.43954741279657,251.08366800334161,1.9284014358450179,0.006834452888681664,0.628270398412841
781.1802884642482,832.3111439701498,1.247120038137804,0.09986354046814463,0.6810365956787812
884.8911699189787,615.7033443123805,2.2798005555251297,0.08789647553513519,0.880938656214594
763.3675125496073,613.5919163935324,0.7466716241149156,0.0054256289281625295,0.5670965768274061
606.345578693204,803.0689060892739,2.96472678480235,0.025198926193189267,0.8524477570975066
757.1526295600954,221.53620385165135,0.8988022828410355,0.057115415567805194,0.7724422512649776
397.84473564897627,972.500061102542,1.018441910169624,0.06528091005793532,0.8562791344952823
183.20065950894084,785.0880634545481,1.0630575423397637,0.009347327385600512,0.5520606635688392
371.132833046335,566.5660782557198,0.5722469850033919,0.05536707362462887,0.8009112658563473
867.3796743445015,646.9598102141938,2.4187360394391733,0.09835986546693243,0.6305303727958632
901.1861393056045,267.8818009575443,0.9145873697926,0.03512503636354767,0.9687154768704328
240.56120089677563,57.886506121087926,0.41378904981067743,0.02603291324564776,0.5445394939756587
133.13151055658847,699.121498763883,2.222606825618925,0.06820773824481773,0.6422776786644258
143.0678442180347,922.9081142736999,1.4545178560994052,0.010540388145169655,0.8133218495030035
568.4316272380757,673.411241021148,2.4414449990415537,0.08087106692427977,0.7204418124243468
303.6851719454475,397.34971713502017,2.3155627288401943,0.017950153320535022,0.7949226198274029
456.32374944926704,824.3568964661374,1.7492347932850763,0.04112674079392943,0.8360648714026135
568.2194494888123,144.28073355909333,1.7703138646206549,0.012021884879855239,0.8184858081915534
104.27319525035928,983.0101354777735,0.46416238275372834,0.009829705985451465,0.9674304864327687
799.7915111936164,472.4119817418866,2.828464592703464,0.04602806417918192,0.7160846769812388
220.43498000011257,820.7507623154971,0.6894328075791659,0.053630680864405526,0.6612898267969485
478.81921985293945,902.0633049410104,0.43295849292648025,0.02308862023237862,0.6665558322423282
877.7236781325837,430.5424861667502,2.1667192018566714,0.031195949843456083,0.6023547772686909
831.1082668449732,836.0558084365246,2.9589253383961145,0.04313249729745255,0.9919651212344031
894.1654505713436,406.46250231746336,2.206578738677541,0.08564669740339759,0.9100162248835997
726.0542531093323,275.5930310440051,2.8097011060002117,0.09807337429788074,0.8113371493939987
273.49338791990624,826.3184063814482,2.010421077509341,0.08315135658416056,0.9832620502967214
426.9644714789107,247.94941858058334,1.8082342547358905,0.06531804602409541,0.5064845889739067
145.95540022972028,351.2363120866842,0.43449056542274145,0.08486494046495195,0.9291004805604899
404.1240250026275,486.5883967599114,2.1403438781950594,0.06812453531436981,0.621720478305869
54.682871079539595,433.3818393992434,2.891495940673171,0.0018243377355447788,0.9300256311919862
565.3925906612207,331.30635786091455,1.4520678630531827,0.07365654910828866,0.9779210236412867
99.17787911544823,159.70062890731876,2.0650443299480328,0.05601159477651331,0.6608343747223028
154.78680997221338,316.22154862996206,1.374004233619126,0.08204074125408656,0.8018997188164001
603.3178946535517,538.7195398205874,2.3684432342950914,0.050363840208601185,0.5616738720207091
112.569424442553,84.86655098661248,2.29065220103575,0.08938679730338966,0.9970567318944801
705.912287478294,282.64395784856185,1.3479437098356168,0.00039865384037190976,0.7529933931473909
690.3978012706411,583.5878453127896,2.8759488850257284,0.05875446768905446,0.6705184924375671
919.356658226156,565.5860619770729,1.0915639498996372,0.08743779881227838,0.5068110878372867
495.16075645450974,892.7392374849419,1.1641215860348686,0.09929355946770396,0.9847431599035963
993.3665454785132,348.71392495187393,0.233146299927729,0.06705734957745461,0.9766592917781405
925.7685913265124,324.21120964476074,0.9126206106683822,0.0072692669169938445,0.9116356170430149
460.22539979356833,406.62964700793464,1.0825103797840865,0.004672503877039724,0.9639400598850567
349.7474931039844,730.0264810277992,0.5601542924224281,0.01680002316596819,0.5363504498207988
514.2419399328046,223.53554979998336,2.514108333660016,0.046763509731376544,0.5465463438685698
497.9345620895854,170.03295129996906,0.4625868484140665,0.062345184333925274,0.7983947915286513
202.46555879307937,310.8575487974751,1.4351635651881882,0.028994937998107085,0.750987619468284
811.8623236060806,605.3131857453652,0.17630420718510847,0.06477917796113523,0.7349463170038641
141.6778697743704,81.59802121752266,2.343371980838916,0.07942367125497986,0.5634627345412244
160.29163317227614,828.7563316966297,2.0675140347649736,0.03158029264450263,0.5037705609718679
599.4873333223301,366.4115800295439,2.6549556142142676,0.05196437876726171,0.7153085499315825
268.13261536668836,234.9193568503007,1.971714678370111,0.07599991629949854,0.5817060401156533
890.4004139770831,835.3676580589329,2.7112321116577234,0.09898604470503325,0.6271754280070736
998.2297601006463,948.2034560054276,1.1779720316788718,0.023440536747149965,0.5554130571850849
197.1599365953914,66.29709855491113,0.11716100080784152,0.043556623735799826,0.7788383269176189
941.8236624548357,697.9551781702925,0.41800205275993974,0.0019260430131094908,0.8558741660817748
798.8193435254996,390.18455328125367,0.3792365809569648,0.06482522798186413,0.640327945246191
409.7224598400436,604.7528518319081,1.3662774415536219,0.004134967496723751,0.9320797295689993
556.542630815563,604.7583693509462,1.1773395889736311,0.07774719027455854,0.7093685923796871
421.9506265845567,953.3056019756189,0.7118447376783098,0.03523695063685121,0.9304194655227465
538.3482226494705,763.4942805860198,1.0417291304625953,0.03199630255816338,0.5455254561566
538.8708808229927,488.87056957534855,2.2614569370125532,0.058719611517449456,0.9501805980643325
771.1331531516122,776.4787553221729,2.090026270130146,0.02104025953986609,0.5309489977509108
679.9988997116084,432.7027689083607,2.2128702127364472,0.056745050853280736,0.6302072462213832
123.69883119667695,76.01505349909738,2.350189618847279,0.03695936414019942,0.6970712071186224
333.25720341439757,226.90106675766737,2.6910817997722543,0.009948148553238046,0.5103698814533625
129.63376541163007,366.61472005054117,1.8374867355741777,0.0665300893466496,0.9196309211704794
455.8550063326847,466.15701457944584,2.974785487713504,0.07412652057708675,0.6887638056560106
509.0770250303335,292.16194391783245,0.4551402602133908,0.09035943105582965,0.6487484207216065
388.2471175097725,713.6416499921668,2.354516555568552,0.06557495975433712,0.9565606054875818
219.9135814187459,58.00948349460464,0.2505399628193071,0.08062981837012986,0.8222416081286568
400.1500886718566,776.6466262150818,0.49537925722613896,0.04137669337834152,0.6327998634581791
705.6850666751596,678.6593158979497,2.05365483223478,0.09857650547452951,0.625449256266396
166.28253975719838,517.764069765135,1.5825202533559783,0.03088745337355288,0.8151312132740653
548.5489629991337,892.6036332561622,0.1761051355710494,0.06174342768250224,0.760952752162556
713.1502543942627,78.22541374680057,0.2610256293612262,0.034922327408229314,0.8277506338372007
245.84205863130936,100.28306740190902,0.8191803808156835,0.08314473966769831,0.7570849543351172
925.3780114382675,286.2267315056211,2.9166254831532146,0.08375841375045098,0.6913620499733627
178.8599834775219,444.20255711485066,2.389794932043412,0.030873914040903838,0.8392242960391983
200.0625238494978,756.7782951539936,1.6529758535906713,0.05729692691278454,0.7521976401188943
168.5072266416237,972.5884071636488,2.694679800323338,0.005882055873144121,0.8984105312781706
809.3586514587911,151.1037637053276,1.4263209855517793,0.01641216309357171,0.997757672601775
141.3108252619407,809.9438007368727,1.3251499066884151,0.0944040347645142,0.7106217095097971
530.4353074208507,108.24584271918785,1.9960967887911636,0.0669812532067473,0.8584232676010269
893.2850394964606,808.30430427492,1.7900788657382085,0.00570844463620166,0.7917080646349024
590.4679938631034,368.1286224196809,0.7202191163708208,0.09364673384638131,0.9676867299598026
394.7180285403159,936.3421632920417,1.5019192174372253,0.0869696813608256,0.6668843466352099
480.8611080345144,544.2681258857701,2.6332042858151747,0.027555933994719686,0.9118502548046818
74.74979636147137,650.5711740540173,1.1254088100728357,0.012842434879243681,0.7469148650858062
526.1061570965453,794.0567796746128,0.24853075934298646,0.04398493518307539,0.7306061213795076
905.5630532328489,786.7727617547889,2.821109850919234,0.09714525671093856,0.7698229618751538
880.7086968009367,372.1584347108315,2.148345761675799,0.021931107023081445,0.7920413437785738
116.20450455656831,374.565310915805,1.4053887940456145,0.005042579483118004,0.8896838595884732
516.0502097878589,881.3163521902046,2.9955572506860046,0.05886212887862267,0.9263542641524631
144.48378886277956,550.5545932696249,1.4544874595628425,0.06452074157453813,0.9098647968689897
608.005149234972,51.57701982437249,1.500130256883607,0.011687586727660348,0.6202481274014795
483.4213028074832,529.8861725151838,1.9060285550231089,0.05402439308164206,0.5048526365548052
690.9332729338311,623.8574805754791,1.720002399940624,0.005344360359475487,0.7411059652182543
530.7684891261088,194.09630289652594,0.6765383182210029,0.07019791449224419,0.924597385981327
466.82527011275863,822.6637117336751,2.836814027996754,0.060499965719223406,0.755454497632329
387.5221551777282,199.70723363150483,1.3284525048497304,0.01910089581483586,0.8008863441928998
112.41558834770552,363.5522854977602,1.2687992260532506,0.08357245785909187,0.7361384102098889
704.7159557990857,119.31471943983742,2.5380129478846727,0.08907635498350913,0.591792136096184
216.15894887178732,866.6211143604787,2.2969699637653362,0.06370357351995096,0.6482152318337011
826.6958650569691,729.1626360967703,0.4668211764524428,0.09437283271825611,0.9669994463643485
356.98583490074407,688.1341778432106,2.133428275281034,0.05230484937581066,0.8689845759387521
698.9739419974397,685.2531784988413,1.9772648654389788,0.006145145427944643,0.9912081602075503
981.4286961166282,787.0166520132597,1.2304438366692452,0.03870311779757527,0.6674771610799721
477.98450253305685,967.852435531729,2.9541948047514266,0.09398232169605586,0.7149911592653739
782.8109755804694,692.1211826296571,2.8022779027220137,0.05182221231829248,0.9096810357439454
802.386341855538,638.5376776688659,1.6580965860008043,0.053792069228472066,0.6304072230557844
81.92635757340844,602.9781016806955,1.3698690941635372,0.06988278018805523,0.8153902236653908
561.1549286909976,107.69163764747962,0.3467615737138515,0.0660124423775816,0.8475804231693328
358.06331539860156,842.7318007823363,0.37556945497398486,0.0716608802267263,0.9266855237250782
474.6377271941007,818.914029426285,2.284983710236357,0.08539101668727206,0.547155049183855
335.2635489375461,976.8023800265614,1.706996672742012,0.06437356135950144,0.9135956405730308
564.2164325143096,712.6429331405574,1.6603730797900833,0.02680427448147639,0.8243541066097857
907.2885230634424,689.4544636678447,1.8031154359056298,0.07633684257145795,0.999278150818897
98.34063481275959,122.40804174991446,1.4331523585475543,0.04592797767917908,0.5255827598899543
254.07899220575098,213.43349415102318,0.24477276836192455,0.03946876062096456,0.8912824645160856
898.5834815238867,785.3146441617644,2.6947112875758785,0.09420043367493601,0.8711622751411303
119.06841118486727,729.7960621926716,1.7295365665864846,0.07844370857031085,0.896185148908222
400.1622897455559,905.7574461265332,2.398984393136496,0.02108571379816825,0.6746405273471234
288.92477696734284,89.93933989896624,2.6634388312325,0.07332322141709145,0.7322075475721068
216.02941505397567,309.23009685123566,2.477367477102401,0.09819938197667151,0.639095019981796
308.8847408224437,834.8826557523817,2.5026275888953853,0.08021702281895787,0.8423791197953855
602.4240264630515,370.6666802745589,1.8485140065877834,0.0569308842270201,0.8721548298646897
969.6545432790124,213.08364155042,0.818176700878068,0.08994778460685088,0.6666987178331343
443.5658504918757,364.9994453698509,1.1784678544040668,0.019609877067334403,0.5973410875430452
474.0735282011347,686.9993537389506,2.5426397153373275,0.011489771302300235,0.739102705673419
429.3051755800159,349.52013489786464,1.8457883599775948,0.01646462048162396,0.5945049036149095
957.6399824788807,737.8081487593671,1.6739956908661011,0.004994406374416516,0.7154056236190578
174.5206459077758,949.262635963523,1.4822364216074337,0.09159944979154766,0.8226929453576206
340.13244101333805,709.2168014824938,0.7972535014306444,0.0053903914076527506,0.8217076088399402
78.5811002120483,905.2076820679871,2.5953046825843007,0.045611948465530364,0.9866052630537744
376.933280518174,488.0907034048239,0.3443854813244337,0.04403945594998402,0.8875922019901328
313.73168552450454,929.5578123721806,0.6173839172498783,0.01848344709051285,0.9410644584923449
280.77564578056683,732.8931121158911,0.7881489980386884,0.04769463025198015,0.6135839449255899
261.6337224828377,125.94063218253997,2.817396131975913,0.02653002357424207,0.6862123520865303
366.7613339017985,244.70198398549047,2.2765198409616016,0.055111321737249065,0.5498779265828866
289.535789791817,432.3817682702342,0.9403508850058968,0.030260906627681074,0.6935664524678264
109.18341554459563,495.5659965767845,2.6225455326395313,0.03969520922346072,0.7138707143397666
300.5555891139604,637.9036966641862,1.7057086800683239,0.0981533095285064,0.9668927617549004
978.3091597254822,742.0782432987796,0.9664993986628936,0.02110971249268604,0.7859645573890628
947.4271735366095,78.69055607743499,2.0390522001209788,0.0943206235500713,0.6689208614279865
728.8200965278098,263.6441634801605,0.8064087163069303,0.0342156285707372,0.6750872958030796
232.1512522633917,58.66755655254312,0.640315684128159,0.06668125322154372,0.5157732198034948
596.4677954375046,550.7301612055735,0.889240003998046,0.041940482792710655,0.7517368315924114
848.2179529759744,925.2272065930897,0.554189985871686,0.016544199333461664,0.866370717936596
155.13332312010803,205.2608997686007,1.0208245342630347,0.06759831862476437,0.6424560150889851
554.126399880681,75.7667390706321,2.6837472329699454,0.06110394267312679,0.9437497293561276
341.59839725255733,109.003128911121,0.495336052844897,0.004672847824097304,0.9704712387072241
